,맥주,년,평점
479,Goose Island 312 Urban Wheat Ale, 2011,2.8553191489361702
480,Goose Island 312 Urban Wheat Ale, 2012,2.8550264550264552
481,Goose Island 312 Urban Wheat Ale, 2013,2.7554655870445344
482,Goose Island 312 Urban Wheat Ale, 2014,2.9125
483,Goose Island 312 Urban Wheat Ale, 2015,2.8522292993630574
484,Goose Island 312 Urban Wheat Ale, 2016,2.8385714285714285
485,Goose Island 312 Urban Wheat Ale, 2017,2.8775280898876407
486,Goose Island 312 Urban Wheat Ale, 2018,2.877586206896552
487,Goose Island 312 Urban Wheat Ale, 2019,2.8808510638297875
488,Goose Island 312 Urban Wheat Ale, 2020,2.730769230769231
489,Goose Island 312 Urban Wheat Ale, 2021,2.8000000000000003
490,Goose Island 312 Urban Wheat Ale, 2022,3.2
491,Goose Island Goose IPA, 2000,4.4
492,Goose Island Goose IPA, 2001,3.9
493,Goose Island Goose IPA, 2002,3.6191489361702125
494,Goose Island Goose IPA, 2003,3.556164383561644
495,Goose Island Goose IPA, 2004,3.595402298850575
496,Goose Island Goose IPA, 2005,3.6120567375886528
497,Goose Island Goose IPA, 2006,3.6801470588235294
498,Goose Island Goose IPA, 2007,3.555263157894737
499,Goose Island Goose IPA, 2008,3.581879194630873
500,Goose Island Goose IPA, 2009,3.583544303797469
501,Goose Island Goose IPA, 2010,3.6227941176470586
502,Goose Island Goose IPA, 2011,3.566666666666667
503,Goose Island Goose IPA, 2012,3.5687203791469195
504,Goose Island Goose IPA, 2013,3.5207357859531774
505,Goose Island Goose IPA, 2014,3.521505376344086
506,Goose Island Goose IPA, 2015,3.419033232628399
507,Goose Island Goose IPA, 2016,3.454216867469879
508,Goose Island Goose IPA, 2017,3.4594405594405595
509,Goose Island Goose IPA, 2018,3.2666666666666666
510,Goose Island Goose IPA, 2019,3.4365217391304346
511,Goose Island Goose IPA, 2020,3.5524999999999998
512,Goose Island Goose IPA, 2021,3.4333333333333336
513,Goose Island Goose IPA, 2022,3.2666666666666666
514,Grimbergen Cuvée Blanche, 2007,2.9
515,Grimbergen Cuvée Blanche, 2008,3.3117647058823527
516,Grimbergen Cuvée Blanche, 2009,3.1500000000000004
517,Grimbergen Cuvée Blanche, 2010,3.0599999999999996
518,Grimbergen Cuvée Blanche, 2011,2.9333333333333336
519,Grimbergen Cuvée Blanche, 2012,3.085294117647059
520,Grimbergen Cuvée Blanche, 2013,3.075
521,Grimbergen Cuvée Blanche, 2014,2.986
522,Grimbergen Cuvée Blanche, 2015,3.1986842105263156
523,Grimbergen Cuvée Blanche, 2016,3.1357142857142857
524,Grimbergen Cuvée Blanche, 2017,3.108
525,Grimbergen Cuvée Blanche, 2018,3.215909090909091
526,Grimbergen Cuvée Blanche, 2019,3.2460000000000004
527,Grimbergen Cuvée Blanche, 2020,3.365625
528,Grimbergen Cuvée Blanche, 2021,3.1785714285714284
529,Grimbergen Cuvée Blanche, 2022,2.92
530,Grolsch Premium Lager, 2015,2.330952380952381
531,Grolsch Premium Lager, 2016,2.6465753424657534
532,Grolsch Premium Lager, 2017,2.696842105263158
533,Grolsch Premium Lager, 2018,2.783606557377049
534,Grolsch Premium Lager, 2019,2.7566037735849056
535,Grolsch Premium Lager, 2020,2.8000000000000003
536,Grolsch Premium Lager, 2021,2.6681818181818184
537,Grolsch Premium Lager, 2022,2.7210526315789476
538,Guinness Draught, 2000,4.148
539,Guinness Draught, 2001,3.964606741573034
540,Guinness Draught, 2002,3.6795865633074936
541,Guinness Draught, 2003,3.542013888888889
542,Guinness Draught, 2004,3.543042071197411
543,Guinness Draught, 2005,3.396694214876033
544,Guinness Draught, 2006,3.532571428571429
545,Guinness Draught, 2007,3.3903640256959315
546,Guinness Draught, 2008,3.434292565947242
547,Guinness Draught, 2009,3.422327044025157
548,Guinness Draught, 2010,3.3642023346303502
549,Guinness Draught, 2011,3.415352697095436
550,Guinness Draught, 2012,3.4565088757396447
551,Guinness Draught, 2013,3.3835164835164835
552,Guinness Draught, 2014,3.3683385579937304
553,Guinness Draught, 2015,3.2762264150943397
554,Guinness Draught, 2016,3.361578947368421
555,Guinness Draught, 2017,3.3219730941704033
556,Guinness Draught, 2018,3.416326530612245
557,Guinness Draught, 2019,3.567647058823529
558,Guinness Draught, 2020,3.505357142857143
559,Guinness Draught, 2021,3.4666666666666663
560,Guinness Draught, 2022,3.474074074074074
561,Guinness Original 4.2% (Ireland/UK), 2000,2.1
562,Guinness Original 4.2% (Ireland/UK), 2001,2.225
563,Guinness Original 4.2% (Ireland/UK), 2002,2.9000000000000004
564,Guinness Original 4.2% (Ireland/UK), 2003,3.227272727272727
565,Guinness Original 4.2% (Ireland/UK), 2004,3.435
566,Guinness Original 4.2% (Ireland/UK), 2005,3.1260869565217395
567,Guinness Original 4.2% (Ireland/UK), 2006,3.478947368421052
568,Guinness Original 4.2% (Ireland/UK), 2007,3.1875
569,Guinness Original 4.2% (Ireland/UK), 2008,3.2760000000000002
570,Guinness Original 4.2% (Ireland/UK), 2009,3.3049999999999997
571,Guinness Original 4.2% (Ireland/UK), 2010,3.109677419354839
572,Guinness Original 4.2% (Ireland/UK), 2011,3.2366666666666664
573,Guinness Original 4.2% (Ireland/UK), 2012,3.3131578947368423
574,Guinness Original 4.2% (Ireland/UK), 2013,3.298275862068966
575,Guinness Original 4.2% (Ireland/UK), 2014,3.094871794871795
576,Guinness Original 4.2% (Ireland/UK), 2015,3.180769230769231
577,Guinness Original 4.2% (Ireland/UK), 2016,3.170833333333333
578,Guinness Original 4.2% (Ireland/UK), 2017,3.2411764705882353
579,Guinness Original 4.2% (Ireland/UK), 2018,3.1454545454545455
580,Guinness Original 4.2% (Ireland/UK), 2019,3.3125
581,Guinness Original 4.2% (Ireland/UK), 2020,3.41
582,Guinness Original 4.2% (Ireland/UK), 2021,3.566666666666667
583,Guinness Original 4.2% (Ireland/UK), 2022,3.3600000000000003
584,Harbin Beer, 2002,2.3
585,Harbin Beer, 2003,2.25
586,Harbin Beer, 2004,1.7
587,Harbin Beer, 2005,2.8
588,Harbin Beer, 2006,2.019642857142857
589,Harbin Beer, 2007,2.1229885057471263
590,Harbin Beer, 2008,2.0028571428571427
591,Harbin Beer, 2009,2.026315789473684
592,Harbin Beer, 2010,1.9866666666666668
593,Harbin Beer, 2011,1.55
594,Harbin Beer, 2012,1.6583333333333332
595,Harbin Beer, 2013,1.5333333333333334
596,Harbin Beer, 2014,1.5166666666666668
597,Harbin Beer, 2015,2.3714285714285714
598,Harbin Beer, 2016,1.8142857142857143
599,Harbin Beer, 2017,2.1333333333333333
600,Harbin Beer, 2018,1.7399999999999998
601,Harbin Beer, 2019,1.675
602,Harbin Beer, 2020,2.15
603,Harbin Beer, 2021,1.25
604,Heineken, 2000,1.8705882352941177
605,Heineken, 2001,2.3993421052631576
606,Heineken, 2002,2.3136363636363635
607,Heineken, 2003,2.22
608,Heineken, 2004,2.1128865979381444
609,Heineken, 2005,2.0374468085106385
610,Heineken, 2006,2.0947955390334574
611,Heineken, 2007,2.1234920634920633
612,Heineken, 2008,2.070347003154574
613,Heineken, 2009,2.022110552763819
614,Heineken, 2010,1.982098765432099
615,Heineken, 2011,1.9948863636363638
616,Heineken, 2012,2.2007575757575757
617,Heineken, 2013,2.1919413919413917
618,Heineken, 2014,2.0956692913385826
619,Heineken, 2015,2.1690140845070425
620,Heineken, 2016,2.2386666666666666
621,Heineken, 2017,2.152702702702703
622,Heineken, 2018,2.4401785714285715
623,Heineken, 2019,2.3475247524752474
624,Heineken, 2020,2.5186046511627906
625,Heineken, 2021,2.5076923076923077
626,Heineken, 2022,2.2058823529411766
627,Heineken Dark Lager, 2000,1.6
628,Heineken Dark Lager, 2001,2.9142857142857146
629,Heineken Dark Lager, 2002,2.7093023255813953
630,Heineken Dark Lager, 2003,2.5980392156862746
631,Heineken Dark Lager, 2004,2.4711864406779664
632,Heineken Dark Lager, 2005,2.6234375
633,Heineken Dark Lager, 2006,2.6673913043478263
634,Heineken Dark Lager, 2007,2.805172413793103
635,Heineken Dark Lager, 2008,2.573611111111111
636,Heineken Dark Lager, 2009,2.597297297297297
637,Heineken Dark Lager, 2010,2.6857142857142855
638,Heineken Dark Lager, 2011,2.7708333333333335
639,Heineken Dark Lager, 2012,2.7346153846153842
640,Heineken Dark Lager, 2013,3.005263157894737
641,Heineken Dark Lager, 2014,2.988888888888889
642,Heineken Dark Lager, 2015,2.933333333333333
643,Heineken Dark Lager, 2016,2.6799999999999997
644,Heineken Dark Lager, 2017,2.65
645,Heineken Dark Lager, 2018,2.6999999999999997
646,Heineken Dark Lager, 2019,2.6
647,Heineken Dark Lager, 2021,2.7000000000000006
648,Heretic Evil Twin, 2011,3.664285714285714
649,Heretic Evil Twin, 2012,3.6985714285714284
650,Heretic Evil Twin, 2013,3.7277777777777774
651,Heretic Evil Twin, 2014,3.6999999999999997
652,Heretic Evil Twin, 2015,3.7027397260273975
653,Heretic Evil Twin, 2016,3.680769230769231
654,Heretic Evil Twin, 2017,3.6195121951219513
655,Heretic Evil Twin, 2018,3.5500000000000003
656,Heretic Evil Twin, 2019,3.4200000000000004
657,Heretic Evil Twin, 2020,3.7857142857142856
658,Heretic Evil Twin, 2021,3.675
659,Heretic Evil Twin, 2022,4.0
660,Hite Extra Cold, 2017,2.1461538461538465
661,Hite Extra Cold, 2018,1.8
662,Hite Extra Cold, 2019,2.5272727272727273
663,Hite Extra Cold, 2020,2.0500000000000003
664,Hite Extra Cold, 2021,2.1666666666666665
665,Hite Extra Cold, 2022,2.1
666,Hite Prime Max, 2002,1.2
667,Hite Prime Max, 2003,1.55
668,Hite Prime Max, 2004,1.95
669,Hite Prime Max, 2005,2.25
670,Hite Prime Max, 2006,1.7625
671,Hite Prime Max, 2007,1.9
672,Hite Prime Max, 2008,2.011111111111111
673,Hite Prime Max, 2009,1.5125
674,Hite Prime Max, 2010,1.7333333333333334
675,Hite Prime Max, 2011,1.5285714285714285
676,Hite Prime Max, 2012,2.0
677,Hite Prime Max, 2013,1.7399999999999998
678,Hite Prime Max, 2014,1.7999999999999998
679,Hite Prime Max, 2015,2.161538461538462
680,Hite Prime Max, 2016,1.8999999999999997
681,Hite Prime Max, 2017,2.5
682,Hite Prime Max, 2018,1.9833333333333334
683,Hite Prime Max, 2019,2.44
684,HiteJinro Filite Fresh Cool & Clear, 2018,1.05
685,HiteJinro Filite Fresh Cool & Clear, 2019,2.0
686,Hoegaarden, 2000,4.090909090909091
687,Hoegaarden, 2001,4.082352941176471
688,Hoegaarden, 2002,3.6566037735849055
689,Hoegaarden, 2003,3.6360975609756094
690,Hoegaarden, 2004,3.5849056603773586
691,Hoegaarden, 2005,3.5781132075471698
692,Hoegaarden, 2006,3.5593525179856114
693,Hoegaarden, 2007,3.492391304347826
694,Hoegaarden, 2008,3.54564705882353
695,Hoegaarden, 2009,3.436501901140684
696,Hoegaarden, 2010,3.428444444444444
697,Hoegaarden, 2011,3.479475982532751
698,Hoegaarden, 2012,3.5108552631578944
699,Hoegaarden, 2013,3.48006230529595
700,Hoegaarden, 2014,3.4589225589225587
701,Hoegaarden, 2015,3.513382899628253
702,Hoegaarden, 2016,3.506829268292683
703,Hoegaarden, 2017,3.4184971098265895
704,Hoegaarden, 2018,3.432
705,Hoegaarden, 2019,3.507216494845361
706,Hoegaarden, 2020,3.5075000000000003
707,Hoegaarden, 2021,3.48125
708,Hoegaarden, 2022,3.461904761904762
709,Hoegaarden Cherry, 2017,2.05
710,Hoegaarden Cherry, 2018,3.6
711,Hoegaarden Rosée, 2007,2.3473684210526318
712,Hoegaarden Rosée, 2008,2.598181818181818
713,Hoegaarden Rosée, 2009,2.188
714,Hoegaarden Rosée, 2010,2.625
715,Hoegaarden Rosée, 2011,2.428888888888889
716,Hoegaarden Rosée, 2012,2.526666666666667
717,Hoegaarden Rosée, 2013,2.3925925925925924
718,Hoegaarden Rosée, 2014,2.498076923076923
719,Hoegaarden Rosée, 2015,2.484
720,Hoegaarden Rosée, 2016,2.592857142857143
721,Hoegaarden Rosée, 2017,2.7348837209302324
722,Hoegaarden Rosée, 2018,2.48
723,Hoegaarden Rosée, 2019,2.8347826086956522
724,Hoegaarden Rosée, 2020,2.853846153846154
725,Hoegaarden Rosée, 2021,2.8875
726,Hoegaarden Rosée, 2022,3.0200000000000005
727,Hollandia, 2001,2.0714285714285716
728,Hollandia, 2002,2.235294117647059
729,Hollandia, 2003,2.2344827586206897
730,Hollandia, 2004,1.9142857142857144
731,Hollandia, 2005,2.1363636363636362
732,Hollandia, 2006,2.051851851851852
733,Hollandia, 2007,2.538095238095238
734,Hollandia, 2008,1.935483870967742
735,Hollandia, 2009,2.005714285714286
736,Hollandia, 2010,2.048148148148148
737,Hollandia, 2011,2.0300000000000002
738,Hollandia, 2012,2.2256410256410257
739,Hollandia, 2013,2.1470588235294117
740,Hollandia, 2014,2.0033333333333334
741,Hollandia, 2015,2.437037037037037
742,Hollandia, 2016,2.1666666666666665
743,Hollandia, 2017,2.3833333333333333
744,Hollandia, 2018,2.2526315789473683
745,Hollandia, 2019,2.5
746,Hollandia, 2020,2.65
747,Hollandia, 2021,2.4444444444444446
748,Hollandia, 2022,2.05
749,Holsten Premium Bier, 2001,2.87
750,Holsten Premium Bier, 2002,2.476
751,Holsten Premium Bier, 2003,2.4466666666666668
752,Holsten Premium Bier, 2004,2.466666666666667
753,Holsten Premium Bier, 2005,2.2869565217391306
754,Holsten Premium Bier, 2006,2.341379310344828
755,Holsten Premium Bier, 2007,2.3205128205128207
756,Holsten Premium Bier, 2008,2.4709677419354836
757,Holsten Premium Bier, 2009,2.26
758,Holsten Premium Bier, 2010,2.4318181818181817
759,Holsten Premium Bier, 2011,2.283333333333333
760,Holsten Premium Bier, 2012,2.3275862068965516
761,Holsten Premium Bier, 2013,2.2666666666666666
762,Holsten Premium Bier, 2014,2.231034482758621
763,Holsten Premium Bier, 2015,2.3684210526315788
764,Holsten Premium Bier, 2016,2.3583333333333334
765,Holsten Premium Bier, 2017,2.5933333333333333
766,Holsten Premium Bier, 2018,2.2916666666666665
767,Holsten Premium Bier, 2019,2.45
768,Holsten Premium Bier, 2020,2.3333333333333335
769,Holsten Premium Bier, 2021,1.3
770,Holsten Premium Bier, 2022,2.45
771,Hop House 13 Lager, 2015,2.9
772,Hop House 13 Lager, 2016,2.8780219780219776
773,Hop House 13 Lager, 2017,2.7455445544554458
774,Hop House 13 Lager, 2018,2.94468085106383
775,Hop House 13 Lager, 2019,3.047945205479452
776,Hop House 13 Lager, 2020,2.9094339622641505
777,Hop House 13 Lager, 2021,3.0586206896551724
778,Hop House 13 Lager, 2022,3.1125
779,Jeju Baengnokdam Ale, 2019,2.6333333333333333
780,Jeju Baengnokdam Ale, 2020,2.95
781,Jeju Baengnokdam Ale, 2021,3.25
782,Jeju Barrel Series-Imperial Stout Edition - Highland Park, 2020,4.7
783,Jeju Pellong Ale, 2019,2.9000000000000004
784,Jeju Pellong Ale, 2021,3.3
785,Jeju Pellong Ale, 2022,3.2
786,Jeju Seongsan Ilchulbong Ale, 2021,3.0999999999999996
787,Jeju Seongsan Ilchulbong Ale, 2022,3.4
788,Jeju Wit Ale, 2017,3.55
789,Jeju Wit Ale, 2018,3.2
790,Jeju Wit Ale, 2019,2.4
791,Jeju Wit Ale, 2020,3.2
792,Kabrew Golden Ale, 2017,3.25
793,Kabrew Gyeongbokgung Royal Pride IPA, 2019,3.05
794,Kabrew Gyeongbokgung Royal Pride IPA, 2020,3.266666666666667
795,Kabrew Gyeongbokgung Royal Pride IPA, 2021,3.55
796,Kabrew Hoptandu IPA, 2018,3.4
797,Kabrew Hoptandu IPA, 2020,3.5
798,Kabrew Kumiho India Pale Ale, 2021,2.8499999999999996
799,Kabrew Kumiho India Pale Ale, 2022,3.7
800,Kabrew Kumiho Peach Ale, 2020,2.5
801,Kabrew Kumiho Peach Ale, 2021,2.8333333333333335
802,Kabrew Kumiho Relax Beer, 2021,2.1
803,Kabrew Namsan Mountain Premium Citra Ale, 2021,3.8
804,Kirin Ichiban, 2000,2.1333333333333333
805,Kirin Ichiban, 2001,2.548148148148148
806,Kirin Ichiban, 2002,2.282608695652174
807,Kirin Ichiban, 2003,2.216666666666667
808,Kirin Ichiban, 2004,2.10379746835443
809,Kirin Ichiban, 2005,2.0561643835616437
810,Kirin Ichiban, 2006,2.1581395348837207
811,Kirin Ichiban, 2007,2.130188679245283
812,Kirin Ichiban, 2008,2.15
813,Kirin Ichiban, 2009,2.0320754716981133
814,Kirin Ichiban, 2010,2.0816326530612246
815,Kirin Ichiban, 2011,2.2550458715596333
816,Kirin Ichiban, 2012,2.261585365853658
817,Kirin Ichiban, 2013,2.1325
818,Kirin Ichiban, 2014,2.2664335664335664
819,Kirin Ichiban, 2015,2.3019417475728154
820,Kirin Ichiban, 2016,2.3666666666666667
821,Kirin Ichiban, 2017,2.62
822,Kirin Ichiban, 2018,2.453623188405797
823,Kirin Ichiban, 2019,2.415909090909091
824,Kirin Ichiban, 2020,2.396
825,Kirin Ichiban, 2021,2.518181818181818
826,Kirin Ichiban, 2022,2.3461538461538463
827,Kloud Fitz Super Clear, 2017,2.566666666666667
828,Kloud Fitz Super Clear, 2018,1.9214285714285713
829,Kloud Fitz Super Clear, 2019,1.8800000000000001
830,Kloud Fitz Super Clear, 2020,1.7
831,Kloud Fitz Super Clear, 2021,0.5
832,Kloud Original Gravity, 2014,2.2857142857142856
833,Kloud Original Gravity, 2015,2.3846153846153846
834,Kloud Original Gravity, 2016,2.323529411764706
835,Kloud Original Gravity, 2017,2.268421052631579
836,Kloud Original Gravity, 2018,2.02
837,Kloud Original Gravity, 2019,2.50625
838,Kloud Original Gravity, 2020,2.5285714285714285
839,Kloud Original Gravity, 2021,2.4799999999999995
840,Kona Big Wave Golden Ale, 2000,2.8
841,Kona Big Wave Golden Ale, 2001,2.9
842,Kona Big Wave Golden Ale, 2002,2.4285714285714284
843,Kona Big Wave Golden Ale, 2003,2.9583333333333335
844,Kona Big Wave Golden Ale, 2004,2.075
845,Kona Big Wave Golden Ale, 2005,2.6333333333333333
846,Kona Big Wave Golden Ale, 2006,2.6933333333333334
847,Kona Big Wave Golden Ale, 2007,2.7
848,Kona Big Wave Golden Ale, 2008,2.78125
849,Kona Big Wave Golden Ale, 2009,2.591666666666667
850,Kona Big Wave Golden Ale, 2010,3.18125
851,Kona Big Wave Golden Ale, 2011,2.772727272727273
852,Kona Big Wave Golden Ale, 2012,3.011594202898551
853,Kona Big Wave Golden Ale, 2013,3.03849765258216
854,Kona Big Wave Golden Ale, 2014,3.0738461538461537
855,Kona Big Wave Golden Ale, 2015,3.0564102564102567
856,Kona Big Wave Golden Ale, 2016,3.02551724137931
857,Kona Big Wave Golden Ale, 2017,3.112258064516129
858,Kona Big Wave Golden Ale, 2018,3.117808219178082
859,Kona Big Wave Golden Ale, 2019,3.0163636363636366
860,Kona Big Wave Golden Ale, 2020,3.1653846153846152
861,Kona Big Wave Golden Ale, 2021,3.0384615384615383
862,Kona Big Wave Golden Ale, 2022,3.15
863,Kozel Černý (Dark) 10°, 2000,2.0
864,Kozel Černý (Dark) 10°, 2001,3.6166666666666667
865,Kozel Černý (Dark) 10°, 2002,3.553846153846154
866,Kozel Černý (Dark) 10°, 2003,3.3083333333333336
867,Kozel Černý (Dark) 10°, 2004,3.2636363636363637
868,Kozel Černý (Dark) 10°, 2005,3.217948717948718
869,Kozel Černý (Dark) 10°, 2006,3.1666666666666665
870,Kozel Černý (Dark) 10°, 2007,3.0568627450980395
871,Kozel Černý (Dark) 10°, 2008,3.0145454545454546
872,Kozel Černý (Dark) 10°, 2009,3.028205128205128
873,Kozel Černý (Dark) 10°, 2010,3.1808510638297873
874,Kozel Černý (Dark) 10°, 2011,2.8833333333333333
875,Kozel Černý (Dark) 10°, 2012,3.0359375
876,Kozel Černý (Dark) 10°, 2013,3.0183098591549298
877,Kozel Černý (Dark) 10°, 2014,2.998863636363636
878,Kozel Černý (Dark) 10°, 2015,2.8467889908256883
879,Kozel Černý (Dark) 10°, 2016,2.9511627906976745
880,Kozel Černý (Dark) 10°, 2017,2.778048780487805
881,Kozel Černý (Dark) 10°, 2018,3.012698412698413
882,Kozel Černý (Dark) 10°, 2019,2.9633333333333334
883,Kozel Černý (Dark) 10°, 2020,2.9344827586206894
884,Kozel Černý (Dark) 10°, 2021,2.9756756756756757
885,Kozel Černý (Dark) 10°, 2022,3.175
886,Krombacher Weizen, 2007,3.0555555555555554
887,Krombacher Weizen, 2008,2.9705882352941178
888,Krombacher Weizen, 2009,3.1954545454545453
889,Krombacher Weizen, 2010,3.0823529411764703
890,Krombacher Weizen, 2011,3.01
891,Krombacher Weizen, 2012,3.1346153846153846
892,Krombacher Weizen, 2013,3.206382978723404
893,Krombacher Weizen, 2014,3.2
894,Krombacher Weizen, 2015,3.120833333333333
895,Krombacher Weizen, 2016,3.130357142857143
896,Krombacher Weizen, 2017,3.2214285714285715
897,Krombacher Weizen, 2018,3.0633333333333335
898,Krombacher Weizen, 2019,3.0461538461538464
899,Krombacher Weizen, 2020,3.210526315789474
900,Krombacher Weizen, 2021,3.4
901,Krombacher Weizen, 2022,3.31
902,Kronenbourg 1664 Blanc, 2004,3.2222222222222223
903,Kronenbourg 1664 Blanc, 2005,2.664516129032258
904,Kronenbourg 1664 Blanc, 2006,2.7025
905,Kronenbourg 1664 Blanc, 2007,2.3913793103448273
906,Kronenbourg 1664 Blanc, 2008,2.7282051282051283
907,Kronenbourg 1664 Blanc, 2009,2.4272727272727272
908,Kronenbourg 1664 Blanc, 2010,2.835
909,Kronenbourg 1664 Blanc, 2011,2.8046511627906976
910,Kronenbourg 1664 Blanc, 2012,2.8249999999999997
911,Kronenbourg 1664 Blanc, 2013,2.823469387755102
912,Kronenbourg 1664 Blanc, 2014,2.7731707317073173
913,Kronenbourg 1664 Blanc, 2015,2.8113636363636365
914,Kronenbourg 1664 Blanc, 2016,2.8208955223880596
915,Kronenbourg 1664 Blanc, 2017,2.8615384615384616
916,Kronenbourg 1664 Blanc, 2018,2.8559322033898304
917,Kronenbourg 1664 Blanc, 2019,2.8908045977011496
918,Kronenbourg 1664 Blanc, 2020,3.03125
919,Kronenbourg 1664 Blanc, 2021,2.951724137931034
920,Kronenbourg 1664 Blanc, 2022,3.1933333333333334
921,Lagunitas India Pale Ale (IPA), 2001,3.866666666666667
922,Lagunitas India Pale Ale (IPA), 2002,3.7512195121951217
923,Lagunitas India Pale Ale (IPA), 2003,3.6820895522388057
924,Lagunitas India Pale Ale (IPA), 2004,3.443
925,Lagunitas India Pale Ale (IPA), 2005,3.5392156862745097
926,Lagunitas India Pale Ale (IPA), 2006,3.5313868613138686
927,Lagunitas India Pale Ale (IPA), 2007,3.4920187793427226
928,Lagunitas India Pale Ale (IPA), 2008,3.5387665198237883
929,Lagunitas India Pale Ale (IPA), 2009,3.470652173913044
930,Lagunitas India Pale Ale (IPA), 2010,3.5999999999999996
931,Lagunitas India Pale Ale (IPA), 2011,3.5458904109589042
932,Lagunitas India Pale Ale (IPA), 2012,3.618141592920354
933,Lagunitas India Pale Ale (IPA), 2013,3.6601769911504425
934,Lagunitas India Pale Ale (IPA), 2014,3.6393574297188755
935,Lagunitas India Pale Ale (IPA), 2015,3.622926829268293
936,Lagunitas India Pale Ale (IPA), 2016,3.606470588235294
937,Lagunitas India Pale Ale (IPA), 2017,3.560248447204969
938,Lagunitas India Pale Ale (IPA), 2018,3.4841772151898733
939,Lagunitas India Pale Ale (IPA), 2019,3.5327731092436974
940,Lagunitas India Pale Ale (IPA), 2020,3.5146341463414634
