,맥주,년,평점
941,Lagunitas India Pale Ale (IPA), 2021,3.4676470588235295
942,Lagunitas India Pale Ale (IPA), 2022,3.5588235294117645
943,Lapin Kulta IV A, 2001,1.6333333333333335
944,Lapin Kulta IV A, 2002,2.5357142857142856
945,Lapin Kulta IV A, 2003,1.8111111111111111
946,Lapin Kulta IV A, 2004,2.1636363636363636
947,Lapin Kulta IV A, 2005,2.1928571428571426
948,Lapin Kulta IV A, 2006,1.935
949,Lapin Kulta IV A, 2007,2.285
950,Lapin Kulta IV A, 2008,2.1944444444444446
951,Lapin Kulta IV A, 2009,2.2
952,Lapin Kulta IV A, 2010,2.216666666666667
953,Lapin Kulta IV A, 2011,2.3249999999999997
954,Lapin Kulta IV A, 2012,2.161764705882353
955,Lapin Kulta IV A, 2013,2.2090909090909094
956,Lapin Kulta IV A, 2014,2.1125000000000003
957,Lapin Kulta IV A, 2015,2.3227272727272728
958,Lapin Kulta IV A, 2016,1.9642857142857142
959,Lapin Kulta IV A, 2017,2.413333333333333
960,Lapin Kulta IV A, 2018,2.3884615384615384
961,Lapin Kulta IV A, 2019,2.38
962,Lapin Kulta IV A, 2020,2.3333333333333335
963,Lapin Kulta IV A, 2021,2.2857142857142856
964,Lapin Kulta IV A, 2022,2.35
965,Löwenbräu Original (4.2%), 2014,1.8909090909090909
966,Löwenbräu Original (4.2%), 2015,1.625
967,Löwenbräu Original (4.2%), 2016,2.275
968,Löwenbräu Original (4.2%), 2017,1.9333333333333333
969,Löwenbräu Original (4.2%), 2019,1.7
970,Löwenbräu Original (4.2%), 2022,2.1
971,Magners Juicy Apple, 2018,2.6
972,Magners Juicy Apple, 2021,2.7
973,Magners Juicy Apple, 2022,2.8
974,Miller Genuine Draft (MGD), 2000,1.64375
975,Miller Genuine Draft (MGD), 2001,1.7613207547169811
976,Miller Genuine Draft (MGD), 2002,1.78984375
977,Miller Genuine Draft (MGD), 2003,1.6918238993710693
978,Miller Genuine Draft (MGD), 2004,1.5678571428571426
979,Miller Genuine Draft (MGD), 2005,1.4631578947368422
980,Miller Genuine Draft (MGD), 2006,1.545
981,Miller Genuine Draft (MGD), 2007,1.5848039215686276
982,Miller Genuine Draft (MGD), 2008,1.5746192893401014
983,Miller Genuine Draft (MGD), 2009,1.6405405405405404
984,Miller Genuine Draft (MGD), 2010,1.6698795180722892
985,Miller Genuine Draft (MGD), 2011,1.5483146067415732
986,Miller Genuine Draft (MGD), 2012,1.6008064516129032
987,Miller Genuine Draft (MGD), 2013,1.7104761904761905
988,Miller Genuine Draft (MGD), 2014,1.6876106194690264
989,Miller Genuine Draft (MGD), 2015,1.8324675324675324
990,Miller Genuine Draft (MGD), 2016,1.8655737704918032
991,Miller Genuine Draft (MGD), 2017,1.9540983606557378
992,Miller Genuine Draft (MGD), 2018,2.1
993,Miller Genuine Draft (MGD), 2019,2.121212121212121
994,Miller Genuine Draft (MGD), 2020,1.9714285714285715
995,Miller Genuine Draft (MGD), 2021,2.0294117647058822
996,Miller Genuine Draft (MGD), 2022,2.075
997,North Coast Old Rasputin Russian Imperial Stout, 2010,4.366666666666667
998,North Coast Old Rasputin Russian Imperial Stout, 2011,4.0778210116731515
999,North Coast Old Rasputin Russian Imperial Stout, 2012,4.1
1000,North Coast Old Rasputin Russian Imperial Stout, 2013,4.172523961661342
1001,North Coast Old Rasputin Russian Imperial Stout, 2014,4.040851063829788
1002,North Coast Old Rasputin Russian Imperial Stout, 2015,4.0431718061674005
1003,North Coast Old Rasputin Russian Imperial Stout, 2016,4.0961783439490445
1004,North Coast Old Rasputin Russian Imperial Stout, 2017,4.017094017094017
1005,North Coast Old Rasputin Russian Imperial Stout, 2018,4.146808510638298
1006,North Coast Old Rasputin Russian Imperial Stout, 2019,4.059375
1007,North Coast Old Rasputin Russian Imperial Stout, 2020,3.808695652173913
1008,North Coast Old Rasputin Russian Imperial Stout, 2021,4.2125
1009,North Coast Old Rasputin Russian Imperial Stout, 2022,4.236363636363636
1010,OB Golden Lager, 2011,1.9615384615384615
1011,OB Golden Lager, 2012,2.3636363636363638
1012,OB Golden Lager, 2013,2.1666666666666665
1013,OB Golden Lager, 2014,2.003125
1014,OB Golden Lager, 2015,1.8733333333333335
1015,OB Golden Lager, 2018,5.0
1016,OB Golden Lager, 2019,3.25
1017,OB Premier Pilsner, 2014,1.8
1018,OB Premier Pilsner, 2015,2.4
1019,OB Premier Pilsner, 2016,2.13
1020,OB Premier Pilsner, 2017,2.19375
1021,OB Premier Pilsner, 2018,2.16
1022,OB Premier Pilsner, 2019,3.0
1023,OB Premier Pilsner, 2021,2.8
1024,Paulaner Hefe-Weissbier, 2000,3.92
1025,Paulaner Hefe-Weissbier, 2001,3.7563636363636363
1026,Paulaner Hefe-Weissbier, 2002,3.585714285714286
1027,Paulaner Hefe-Weissbier, 2003,3.585714285714286
1028,Paulaner Hefe-Weissbier, 2004,3.5293706293706295
1029,Paulaner Hefe-Weissbier, 2005,3.663265306122449
1030,Paulaner Hefe-Weissbier, 2006,3.7047872340425534
1031,Paulaner Hefe-Weissbier, 2007,3.614930555555555
1032,Paulaner Hefe-Weissbier, 2008,3.6317991631799162
1033,Paulaner Hefe-Weissbier, 2009,3.473255813953488
1034,Paulaner Hefe-Weissbier, 2010,3.62125
1035,Paulaner Hefe-Weissbier, 2011,3.547096774193548
1036,Paulaner Hefe-Weissbier, 2012,3.6107981220657277
1037,Paulaner Hefe-Weissbier, 2013,3.6454935622317595
1038,Paulaner Hefe-Weissbier, 2014,3.5488970588235293
1039,Paulaner Hefe-Weissbier, 2015,3.5719298245614035
1040,Paulaner Hefe-Weissbier, 2016,3.571069182389937
1041,Paulaner Hefe-Weissbier, 2017,3.5938461538461537
1042,Paulaner Hefe-Weissbier, 2018,3.62890625
1043,Paulaner Hefe-Weissbier, 2019,3.651190476190476
1044,Paulaner Hefe-Weissbier, 2020,3.5561403508771927
1045,Paulaner Hefe-Weissbier, 2021,3.5999999999999996
1046,Paulaner Hefe-Weissbier, 2022,3.5277777777777777
1047,Peroni Nastro Azzurro, 2001,2.5444444444444443
1048,Peroni Nastro Azzurro, 2002,2.259259259259259
1049,Peroni Nastro Azzurro, 2003,2.282051282051282
1050,Peroni Nastro Azzurro, 2004,2.03125
1051,Peroni Nastro Azzurro, 2005,2.045263157894737
1052,Peroni Nastro Azzurro, 2006,2.1666666666666665
1053,Peroni Nastro Azzurro, 2007,2.072380952380952
1054,Peroni Nastro Azzurro, 2008,2.062809917355372
1055,Peroni Nastro Azzurro, 2009,2.0689320388349515
1056,Peroni Nastro Azzurro, 2010,2.083720930232558
1057,Peroni Nastro Azzurro, 2011,2.118072289156627
1058,Peroni Nastro Azzurro, 2012,2.2419847328244273
1059,Peroni Nastro Azzurro, 2013,2.1075342465753426
1060,Peroni Nastro Azzurro, 2014,2.114516129032258
1061,Peroni Nastro Azzurro, 2015,2.1916666666666664
1062,Peroni Nastro Azzurro, 2016,2.3643678160919537
1063,Peroni Nastro Azzurro, 2017,2.4885057471264367
1064,Peroni Nastro Azzurro, 2018,2.353125
1065,Peroni Nastro Azzurro, 2019,2.370909090909091
1066,Peroni Nastro Azzurro, 2020,2.602777777777778
1067,Peroni Nastro Azzurro, 2021,2.444
1068,Peroni Nastro Azzurro, 2022,2.7047619047619045
1069,Pilsner Urquell, 2000,3.408333333333333
1070,Pilsner Urquell, 2001,3.4512500000000004
1071,Pilsner Urquell, 2002,3.4804347826086954
1072,Pilsner Urquell, 2003,3.305314009661836
1073,Pilsner Urquell, 2004,3.3731481481481485
1074,Pilsner Urquell, 2005,3.331687242798354
1075,Pilsner Urquell, 2006,3.1975206611570246
1076,Pilsner Urquell, 2007,3.2513071895424837
1077,Pilsner Urquell, 2008,3.2849840255591056
1078,Pilsner Urquell, 2009,3.203755868544601
1079,Pilsner Urquell, 2010,3.2046666666666668
1080,Pilsner Urquell, 2011,3.256043956043956
1081,Pilsner Urquell, 2012,3.2448
1082,Pilsner Urquell, 2013,3.3231884057971017
1083,Pilsner Urquell, 2014,3.2751937984496124
1084,Pilsner Urquell, 2015,3.2840000000000003
1085,Pilsner Urquell, 2016,3.2393518518518523
1086,Pilsner Urquell, 2017,3.2255707762557075
1087,Pilsner Urquell, 2018,3.3476190476190477
1088,Pilsner Urquell, 2019,3.4114583333333335
1089,Pilsner Urquell, 2020,3.361290322580645
1090,Pilsner Urquell, 2021,3.477777777777778
1091,Pilsner Urquell, 2022,3.4566666666666666
1092,Platinum Pale Ale, 2016,3.3
1093,Platinum Pale Ale, 2017,3.0
1094,Platinum Pale Ale, 2018,2.1
1095,Platinum Pale Ale, 2019,3.0
1096,Platinum White Ale, 2017,4.1
1097,Préaris Citra Sauvignon Session Ale, 2015,3.6999999999999997
1098,Préaris Citra Sauvignon Session Ale, 2016,3.236842105263158
1099,Préaris Citra Sauvignon Session Ale, 2018,3.8
1100,Queen's Ale Blonde Type, 2014,3.0
1101,Queen's Ale Blonde Type, 2015,3.266666666666667
1102,Queen's Ale Blonde Type, 2016,2.7
1103,Queen's Ale Blonde Type, 2018,2.8
1104,Red Rock, 2003,1.2
1105,Red Rock, 2004,1.2
1106,Red Rock, 2005,1.1
1107,Red Rock, 2006,2.066666666666667
1108,Red Rock, 2007,2.8
1109,Red Rock, 2008,1.9
1110,Red Rock, 2011,2.1
1111,Red Rock, 2012,2.2
1112,Red Rock, 2013,2.0
1113,Red Rock, 2018,1.45
1114,Reeper B. Blondes Weissbier, 2018,2.5
1115,Reeper B. Blondes Weissbier, 2019,2.733333333333333
1116,Reeper B. Blondes Weissbier, 2020,3.0999999999999996
1117,Reeper B. Blondes Weissbier, 2022,2.7199999999999998
1118,Samuel Adams Irish Red Ale, 2007,2.936363636363636
1119,Samuel Adams Irish Red Ale, 2008,3.1678571428571427
1120,Samuel Adams Irish Red Ale, 2009,3.107051282051282
1121,Samuel Adams Irish Red Ale, 2010,3.1450704225352113
1122,Samuel Adams Irish Red Ale, 2011,3.1872
1123,Samuel Adams Irish Red Ale, 2012,3.1075757575757574
1124,Samuel Adams Irish Red Ale, 2013,3.1318181818181823
1125,Samuel Adams Irish Red Ale, 2014,3.1266666666666665
1126,Samuel Adams Irish Red Ale, 2015,2.857142857142857
1127,Samuel Adams Irish Red Ale, 2016,3.288888888888889
1128,Samuel Adams Irish Red Ale, 2017,3.176
1129,Samuel Adams Irish Red Ale, 2018,3.0
1130,Samuel Adams Irish Red Ale, 2019,3.6
1131,Samuel Adams Irish Red Ale, 2020,5.0
1132,Samuel Adams Irish Red Ale, 2021,3.1
1133,San Miguel, 2002,2.475
1134,San Miguel, 2003,2.2714285714285714
1135,San Miguel, 2004,1.9666666666666668
1136,San Miguel, 2005,1.8909090909090909
1137,San Miguel, 2006,1.6666666666666667
1138,San Miguel, 2007,1.7777777777777777
1139,San Miguel, 2008,1.8611111111111112
1140,San Miguel, 2009,1.9899999999999998
1141,San Miguel, 2010,2.2444444444444445
1142,San Miguel, 2011,2.092857142857143
1143,San Miguel, 2012,1.955
1144,San Miguel, 2013,1.8076923076923077
1145,San Miguel, 2014,1.9833333333333334
1146,San Miguel, 2015,1.9454545454545455
1147,San Miguel, 2016,2.21
1148,San Miguel, 2017,1.9421052631578946
1149,San Miguel, 2018,2.0
1150,San Miguel, 2019,1.875
1151,San Miguel, 2020,2.5
1152,San Miguel, 2021,2.8
1153,San Miguel, 2022,1.9500000000000002
1154,Sapporo Yebisu, 2000,2.9333333333333336
1155,Sapporo Yebisu, 2001,2.9
1156,Sapporo Yebisu, 2002,2.594871794871795
1157,Sapporo Yebisu, 2003,2.248
1158,Sapporo Yebisu, 2004,2.5933333333333333
1159,Sapporo Yebisu, 2005,2.3400000000000003
1160,Sapporo Yebisu, 2006,2.33125
1161,Sapporo Yebisu, 2007,2.25
1162,Sapporo Yebisu, 2008,2.435714285714286
1163,Sapporo Yebisu, 2009,2.5413793103448277
1164,Sapporo Yebisu, 2010,2.29
1165,Sapporo Yebisu, 2011,2.555
1166,Sapporo Yebisu, 2012,2.533333333333333
1167,Sapporo Yebisu, 2013,2.341666666666667
1168,Sapporo Yebisu, 2014,2.6411764705882352
1169,Sapporo Yebisu, 2015,2.4941176470588236
1170,Sapporo Yebisu, 2016,2.38
1171,Sapporo Yebisu, 2017,2.81875
1172,Sapporo Yebisu, 2018,2.625
1173,Sapporo Yebisu, 2019,3.1142857142857143
1174,Sapporo Yebisu, 2020,2.425
1175,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2007,3.7954954954954956
1176,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2008,3.8185365853658535
1177,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2009,3.7797101449275363
1178,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2010,3.7475862068965515
1179,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2011,3.7496062992125982
1180,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2012,3.824647887323944
1181,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2013,3.8190789473684212
1182,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2014,3.8467391304347824
1183,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2015,3.852702702702703
1184,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2016,3.902803738317757
1185,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2017,3.7927083333333336
1186,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2018,3.8899999999999997
1187,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2019,3.878846153846154
1188,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2020,3.841860465116279
1189,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2021,3.988888888888889
1190,Schneider Weisse Tap 05 - Hopfenweisse Weizendoppelbock, 2022,3.9
1191,Somersby Apple Cider, 2008,2.104878048780488
1192,Somersby Apple Cider, 2009,1.9600000000000002
1193,Somersby Apple Cider, 2010,1.6666666666666667
1194,Somersby Apple Cider, 2011,2.142857142857143
1195,Somersby Apple Cider, 2012,2.371739130434783
1196,Somersby Apple Cider, 2013,2.308888888888889
1197,Somersby Apple Cider, 2014,2.145238095238095
1198,Somersby Apple Cider, 2015,2.7066666666666666
1199,Somersby Apple Cider, 2016,2.25
1200,Somersby Apple Cider, 2017,2.435483870967742
1201,Somersby Apple Cider, 2018,2.048148148148148
1202,Somersby Apple Cider, 2019,2.55
1203,Somersby Apple Cider, 2020,2.066666666666667
1204,Somersby Apple Cider, 2021,3.0
1205,Somersby Apple Cider, 2022,2.3
1206,Somersby Pear Cider, 2009,1.6192307692307693
1207,Somersby Pear Cider, 2010,1.6333333333333335
1208,Somersby Pear Cider, 2011,2.025
1209,Somersby Pear Cider, 2012,1.411111111111111
1210,Somersby Pear Cider, 2013,1.8599999999999999
1211,Somersby Pear Cider, 2014,1.85
1212,Somersby Pear Cider, 2015,2.2
1213,Squeeze Malpyo Dark Beer, 2022,3.9
1214,Squeeze Malpyo Green Grape Ale, 2022,2.3
1215,Stella Artois, 2000,2.125
1216,Stella Artois, 2001,3.0674418604651166
1217,Stella Artois, 2002,2.8319148936170215
1218,Stella Artois, 2003,2.6305732484076434
1219,Stella Artois, 2004,2.6475
1220,Stella Artois, 2005,2.480616740088106
1221,Stella Artois, 2006,2.46875
1222,Stella Artois, 2007,2.4921511627906976
1223,Stella Artois, 2008,2.520807453416149
1224,Stella Artois, 2009,2.5450236966824646
1225,Stella Artois, 2010,2.435672514619883
1226,Stella Artois, 2011,2.4015873015873015
1227,Stella Artois, 2012,2.4879518072289155
1228,Stella Artois, 2013,2.464489795918367
1229,Stella Artois, 2014,2.459111111111111
1230,Stella Artois, 2015,2.5300000000000002
1231,Stella Artois, 2016,2.534862385321101
1232,Stella Artois, 2017,2.718018018018018
1233,Stella Artois, 2018,2.691578947368421
1234,Stella Artois, 2019,2.9464285714285716
1235,Stella Artois, 2020,2.5714285714285716
1236,Stella Artois, 2021,2.5749999999999997
1237,Stella Artois, 2022,2.46
1238,Stephans Bräu Hefe-Weizen Naturtrüb, 2011,1.925
1239,Stephans Bräu Hefe-Weizen Naturtrüb, 2012,2.575
1240,Stephans Bräu Hefe-Weizen Naturtrüb, 2013,2.463636363636364
1241,Stephans Bräu Hefe-Weizen Naturtrüb, 2014,2.8666666666666667
1242,Stephans Bräu Hefe-Weizen Naturtrüb, 2015,2.7125
1243,Stephans Bräu Hefe-Weizen Naturtrüb, 2016,2.733333333333333
1244,Stephans Bräu Hefe-Weizen Naturtrüb, 2017,2.33
1245,Stephans Bräu Hefe-Weizen Naturtrüb, 2018,2.76875
1246,Stephans Bräu Hefe-Weizen Naturtrüb, 2019,2.685714285714286
1247,Stephans Bräu Hefe-Weizen Naturtrüb, 2020,2.972727272727273
1248,Stephans Bräu Hefe-Weizen Naturtrüb, 2021,2.775
1249,Stephans Bräu Hefe-Weizen Naturtrüb, 2022,2.45
1250,Stephans Bräu Premium Lager, 2016,2.05
1251,Stephans Bräu Premium Lager, 2017,1.775
1252,Stephans Bräu Premium Lager, 2018,2.1555555555555554
1253,Stephans Bräu Premium Lager, 2019,1.8142857142857143
1254,Stephans Bräu Premium Lager, 2020,2.3428571428571425
1255,Stephans Bräu Premium Lager, 2021,2.35
1256,Stephans Bräu Premium Lager, 2022,1.95
1257,Stephans Bräu Premium Pilsener, 2011,2.316666666666667
1258,Stephans Bräu Premium Pilsener, 2012,1.85
1259,Stephans Bräu Premium Pilsener, 2013,2.075
1260,Stephans Bräu Premium Pilsener, 2014,1.5714285714285714
1261,Stephans Bräu Premium Pilsener, 2015,2.1166666666666667
1262,Stephans Bräu Premium Pilsener, 2016,2.35
1263,Stephans Bräu Premium Pilsener, 2017,2.2
1264,Stephans Bräu Premium Pilsener, 2018,2.0
1265,Stephans Bräu Premium Pilsener, 2019,2.0125
1266,Stephans Bräu Premium Pilsener, 2020,2.3333333333333335
1267,Stephans Bräu Premium Pilsener, 2021,1.8666666666666665
1268,Suntory The Premium Malt's, 2002,2.6999999999999997
1269,Suntory The Premium Malt's, 2003,2.95
1270,Suntory The Premium Malt's, 2004,2.6
1271,Suntory The Premium Malt's, 2005,3.5
1272,Suntory The Premium Malt's, 2006,2.7222222222222223
1273,Suntory The Premium Malt's, 2007,2.8
1274,Suntory The Premium Malt's, 2008,2.966666666666667
1275,Suntory The Premium Malt's, 2009,2.914285714285714
1276,Suntory The Premium Malt's, 2010,2.4375
1277,Suntory The Premium Malt's, 2011,2.5166666666666666
1278,Suntory The Premium Malt's, 2012,2.5894736842105264
1279,Suntory The Premium Malt's, 2013,2.6681818181818184
1280,Suntory The Premium Malt's, 2014,2.58125
1281,Suntory The Premium Malt's, 2015,2.7263157894736842
1282,Suntory The Premium Malt's, 2016,2.66875
1283,Suntory The Premium Malt's, 2017,2.6454545454545455
1284,Suntory The Premium Malt's, 2018,2.6
1285,Suntory The Premium Malt's, 2019,2.314285714285714
1286,Suntory The Premium Malt's, 2020,3.75
1287,Suntory The Premium Malt's, 2021,2.4
1288,Terra, 2019,1.5750000000000002
1289,Terra, 2020,2.1
1290,Terra, 2021,2.146153846153846
1291,Terra, 2022,2.3249999999999997
1292,The Hand and Malt Slow IPA, 2015,3.7
1293,The Hand and Malt Slow IPA, 2016,3.3333333333333335
1294,The Hand and Malt Slow IPA, 2017,3.0
1295,The Hand and Malt Slow IPA, 2018,3.5
1296,The Hand and Malt Slow IPA, 2019,2.95
1297,Tiger Beer, 2000,3.0
1298,Tiger Beer, 2001,3.5200000000000005
1299,Tiger Beer, 2002,2.6093023255813956
1300,Tiger Beer, 2003,2.2767857142857144
1301,Tiger Beer, 2004,2.1348484848484848
1302,Tiger Beer, 2005,2.019230769230769
1303,Tiger Beer, 2006,2.1577981651376144
1304,Tiger Beer, 2007,2.1056
1305,Tiger Beer, 2008,2.055769230769231
1306,Tiger Beer, 2009,1.981730769230769
1307,Tiger Beer, 2010,2.1064102564102565
1308,Tiger Beer, 2011,2.2404761904761905
1309,Tiger Beer, 2012,2.1471014492753624
1310,Tiger Beer, 2013,2.111188811188811
1311,Tiger Beer, 2014,2.125149700598802
1312,Tiger Beer, 2015,2.1219512195121952
1313,Tiger Beer, 2016,2.1402439024390243
1314,Tiger Beer, 2017,2.144
1315,Tiger Beer, 2018,2.2515625
1316,Tiger Beer, 2019,2.2851063829787237
1317,Tiger Beer, 2020,2.28125
1318,Tiger Beer, 2021,2.4454545454545453
1319,Tiger Beer, 2022,2.3
1320,Tiger Radler Lemon, 2014,2.3666666666666667
1321,Tiger Radler Lemon, 2015,1.7666666666666666
1322,Tiger Radler Lemon, 2016,2.1
1323,Tiger Radler Lemon, 2017,2.48
1324,Tiger Radler Lemon, 2018,1.6
1325,Tiger Radler Lemon, 2019,1.5
1326,Tsingtao, 2000,2.075
1327,Tsingtao, 2001,2.2170731707317075
1328,Tsingtao, 2002,2.2016393442622952
1329,Tsingtao, 2003,2.120879120879121
1330,Tsingtao, 2004,2.173394495412844
1331,Tsingtao, 2005,2.0174311926605504
1332,Tsingtao, 2006,2.283333333333333
1333,Tsingtao, 2007,2.1433566433566433
1334,Tsingtao, 2008,1.9931506849315068
1335,Tsingtao, 2009,1.9267241379310345
1336,Tsingtao, 2010,1.8670731707317072
1337,Tsingtao, 2011,2.0110169491525425
1338,Tsingtao, 2012,1.9635838150289016
1339,Tsingtao, 2013,1.8697297297297295
1340,Tsingtao, 2014,2.000574712643678
1341,Tsingtao, 2015,1.9992753623188404
1342,Tsingtao, 2016,1.9813186813186814
1343,Tsingtao, 2017,2.4069767441860463
1344,Tsingtao, 2018,2.167692307692308
1345,Tsingtao, 2019,2.211904761904762
1346,Tsingtao, 2020,1.8461538461538463
1347,Tsingtao, 2021,2.23125
1348,Tsingtao, 2022,2.25
1349,Tsingtao Wheat Beer, 2018,2.946153846153846
1350,Tsingtao Wheat Beer, 2019,2.75
1351,Tsingtao Wheat Beer, 2020,2.642857142857143
1352,Tsingtao Wheat Beer, 2021,2.9
1353,Tsingtao Wheat Beer, 2022,1.3
1354,Victoria Bitter, 2001,2.26
1355,Victoria Bitter, 2002,2.409302325581395
1356,Victoria Bitter, 2003,1.8574074074074074
1357,Victoria Bitter, 2004,1.7125
1358,Victoria Bitter, 2005,1.7352941176470589
1359,Victoria Bitter, 2006,2.0241379310344825
1360,Victoria Bitter, 2007,2.0028571428571427
1361,Victoria Bitter, 2008,1.8259999999999998
1362,Victoria Bitter, 2009,1.66046511627907
1363,Victoria Bitter, 2010,1.9534482758620688
1364,Victoria Bitter, 2011,1.946031746031746
1365,Victoria Bitter, 2012,1.936842105263158
1366,Victoria Bitter, 2013,1.9565217391304348
1367,Victoria Bitter, 2014,2.0470588235294116
1368,Victoria Bitter, 2015,2.052941176470588
1369,Victoria Bitter, 2016,2.5
1370,Victoria Bitter, 2017,2.496
1371,Victoria Bitter, 2018,2.468421052631579
1372,Victoria Bitter, 2019,2.6423076923076922
1373,Victoria Bitter, 2020,1.77
1374,Victoria Bitter, 2021,2.6999999999999997
1375,Victoria Bitter, 2022,1.3
1376,Volfas Engelman Grünberger Hefeweizen, 2018,3.05
1377,Volfas Engelman Grünberger Hefeweizen, 2020,3.1999999999999997
1378,Volfas Engelman Grünberger Hefeweizen, 2021,3.075
1379,Volfas Engelman Grünberger Hefeweizen, 2022,2.7
1380,Warsteiner Premium Verum, 2012,2.7816666666666667
1381,Warsteiner Premium Verum, 2013,2.6783783783783788
1382,Warsteiner Premium Verum, 2014,2.7192546583850934
1383,Warsteiner Premium Verum, 2015,2.6847826086956523
1384,Warsteiner Premium Verum, 2016,2.639795918367347
1385,Warsteiner Premium Verum, 2017,2.676404494382022
1386,Warsteiner Premium Verum, 2018,2.6089285714285713
1387,Warsteiner Premium Verum, 2019,2.86
1388,Warsteiner Premium Verum, 2020,3.018181818181818
1389,Warsteiner Premium Verum, 2021,2.789473684210526
1390,Warsteiner Premium Verum, 2022,3.135294117647059
